N;CODIGO UNIFICADO;REGION;NOMBRE DEL PROYECTO;UNIDAD EJECUTORA;COSTO DEL PROYECTO;BENEFICIARIOS;NÚMERO DE PUESTOS DE TRABAJO GENERADOS;;;
288;2408006;HUÁNUCO;CREACION DEL SERVICIO DEPORTIVO DE LAS DISCIPLINAS DE FULBITO, VOLEY YBASQUETBOL EN EL CENTRO POBLADO DE PAMPAS DE FLORES - DISTRITO DE MIRAFLORES - PROVINCIA DE HUAMALIES - DEPARTAMENTO DE HUANUCO;MUNICIPALIDAD DISTRITAL DE MIRAFLORES;605,614;529;19;;;
289;2338223;ICA;CREACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL SECTOR LA FLORIDA LOTE 1, DISTRITO DE PARCONA - ICA - ICA;MUNICIPALIDAD DISTRITAL DE PARCONA;375,009;385;14;;;
290;2328221;ICA;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE, DISTRITO DE EL INGENIO - NAZCA - ICA;MUNICIPALIDAD DISTRITAL DE EL INGENIO;10,994,625.56;6,509;136;;;
291;2314548;ICA;MEJORAMIENTO, AMPLIACION DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO PIEDRAS GORDAS, DISTRITO DE LLIPATA - PALPA - ICA;MUNICIPALIDAD DISTRITAL DE LLIPATA;7,896,318.94;505;115;;;
292;2451334;ICA;"ADQUISICION DE MEDIDOR DE CAUDAL; EN EL(LA) UNIDADES DE CAPTACIÓN Y DISTRIBUCIÓN DE LA EPS SEMAPACH S.A. DISTRITO DE ALTO LARAN, PROVINCIA CHINCHA, DEPARTAMENTO ICA";EPS SEMAPACH S.A.;667,602;38,660;60;;;
293;2451502;ICA;"RENOVACION DE EQUIPO DE BOMBEO; ADQUISICION DE EQUIPO DE GENERACION DE ENERGIA ELECTRICA; EN EL(LA) CISTERNA DEL POZO N° 12 EN LA LOCALIDAD HIJAYA, DISTRITO DE ALTO LARAN, PROVINCIA CHINCHA, DEPARTAMENTO ICA";EPS SEMAPACH S.A.;703,459;12,165;65;;;
294;2451506;ICA;"RENOVACION DE EQUIPO DE BOMBEO; ADQUISICION DE EQUIPO DE GENERACION DE ENERGIA ELECTRICA; EN EL(LA) CASETA DE BOMBEO DISTRITO DE PUEBLO NUEVO, PROVINCIA CHINCHA, DEPARTAMENTO ICA";EPS SEMAPACH S.A.;591,792;12,359;65;;;
295;2461179;ICA;"CONSTRUCCIÓN DE CÁMARA DE VÁLVULAS; ADQUISICIÓN DE VÁLVULA DE AIRE; EN EL(LA) SISTEMA DE AGUA POTABLE EN EL DISTRITO DE TÚPAC AMARU INCA, DISTRITO DE SAN ANDRÉS Y DISTRITO DE PISCO, PROVINCIA PISCO, DEPARTAMENTO ICA.";EPS EMAPISCO S.A.;1,030,096.50;98,080;28;;;
296;2461211;ICA;"RENOVACIÓN DE EMISOR; EN EL(LA) ENTRADA A LA LAGUNA DE ESTABILIZACIÓN DEL DISTRITO DE TÚPAC AMARU INCA, PROVINCIA PISCO, DEPARTAMENTO ICA.";EPS EMAPISCO S.A.;333,666.85;17,611;15;;;
297;2453288;ICA;CREACION DEL SERVICIO DE RECREACION Y ESPARCIMIENTO EN EL PARQUE DEL AA.HH. LOS JAZMINES  DISTRITO DE PARCONA - PROVINCIA DE ICA - DEPARTAMENTO DE ICA;MUNICIPALIDAD DISTRITAL DE PARCONA;352,163;1,490;11;;;
298;2173763;ICA;CONSTRUCCION DE PISTAS, VEREDAS Y AREAS VERDES EN LA URBANIZACION LA ALBORADA DEL DISTRITO DE PISCO, PROVINCIA DE PISCO - ICA;MUNICIPALIDAD PROVINCIAL DE PISCO;5,078,982;6,450;148;;;
299;2217818;ICA;CREACION DE PISTAS Y VEREDAS DEL CENTRO POBLADO DOS PALMAS DEL DISTRITO DE INDEPENDENCIA - PROVINCIA DE PISCO - DEPARTAMENTO DE ICA;MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA;2,074,154;1,261;61;;;
300;2121359;ICA;CONSTRUCCION DE PISTAS,VEREDAS Y HABILITACION DE AREAS VERDES EN LA ASOCIACION DE VIVIENDA 05 DE OCTUBRE DEL DISTRITO DE INDEPENDENCIA, PROVINCIA DE PISCO - ICA;MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA;1,030,360;550;31;;;
301;2492368;ICA;REHABILITACION REPARACION  DE PISTA Y VEREDA EN LA AVENIDA  RIO DE JANEIRO  DESDE LA CALLE VIENA HASTA LA CALLE MOSCU  DEL  DISTRITO DE LA TINGUIÑA, PROVINCIA DE ICA DEPARTAMENTO DE  ICA ;MUNICIPALIDAD DISTRITAL DE LA TINGUIÑA;1,372,081;240;41;;;
302;2492372;ICA;REHABILITACION REPARACION  DE PISTA Y VEREDA EN LA AV. MEXICO DESDE LA AVENIDA. EL PARQUE HASTA LA CALLE. ROMA DEL DISTRITO DE LA TINGUIÑA, PROVINCIA ICA, DEPARTAMENTO ICA;MUNICIPALIDAD DISTRITAL DE LA TINGUIÑA;1,277,644;300;38;;;
303;2493875;ICA;"RENOVACION DE PAVIMENTO Y VEREDA; CONSTRUCCION DE VEREDA Y AREA VERDE; EN EL(LA) AVENIDA LUIS CAMINO DIVOS DESDE EL TRAMO CRUCE CON AV. CHULPACA HASTA CRUCE CON CALLE PEDRO UCHUYA  DISTRITO DE PUEBLO NUEVO, PROVINCIA ICA, DEPARTAMENTO ICA";MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO;560,197;96;17;;;
304;2492313;ICA;"RENOVACION DE CALZADA, VEREDA, SARDINEL Y AREA VERDE; EN EL(LA) CA. VICTOR MANUEL MAURTUA CUADRA 4 Y 5, CA. LIMA CUADRA 5 Y 6, CA. RAUL PORRAS BARRENECHEA CUADRA 11 Y 12 Y CA. JOSE GALVEZ CUADRA 6 Y 7 DEL DISTRITO DE PARCONA, PROVINCIA ICA, DEPARTAMENTO ICA";MUNICIPALIDAD DISTRITAL DE PARCONA;1,670,032;1,015;49;;;
305;2095687;JUNÍN;AMPLIACION DEL SISTEMA DE ALCANTARILLADO SANITARIO Y CONSTRUCCIÓN DE PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL, DISTRITO DE HUALHUAS - HUANCAYO - JUNIN;MUNICIPALIDAD DISTRITAL DE HUALHUAS;9,815,078;3,966;42;;;
306;2197128;JUNÍN;INSTALACION DEL SISTEMA DE EVACUACION DE AGUAS PLUVIALES EN LA URBANIZACION SANTA BEATRIZ Y ENTORNO AL PARQUE IDENTIDAD WANKA , DISTRITO DE HUANCAYO, PROVINCIA DE HUANCAYO - JUNIN;MUNICIPALIDAD PROVINCIAL DE HUANCAYO;1,019,872;1,897;18;;;
307;2426720;JUNÍN;CREACION DEL SISTEMA DE ALCANTARILLADO PLUVIAL DE LAS URBANIZACIONES EL TRÉBOL, CORONA DEL FRAILE Y PLANICIE DEL FRAILE DEL SUB SECTOR 21 CHORRILLO DEL DISTRITO DE HUANCAYO - PROVINCIA DE HUANCAYO - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD PROVINCIAL DE HUANCAYO;1,112,962;1,121;20;;;
308;2289940;JUNÍN;MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE ALCANTARILLADO, PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES Y DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SANTA ROSA DE TOLDOPAMPA, DISTRITO DE PAMPA HERMOSA - PROVINCIA DE SATIPO - REGIÓN JUNÍN;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;2,438,226.29;426;39;;;
309;2259778;JUNÍN;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE DISPOSICION SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DEL SECTOR C.N. LOS HUERFANOS DE SAN RAMON DE PANGOA , DISTRITO DE PANGOA - SATIPO - JUNIN;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;2,498,078.90;527;40;;;
310;2294209;JUNÍN;MEJORAMIENTO SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LAS ZONAS DE CRUZ PAMPA SHAUSHINA Y UCLUPATA,  DISTRITO DE CURICACA - PROVINCIA DE JAUJA - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD DISTRITAL DE CURICACA;1,808,106.00;145;47;;;
311;2337799;JUNÍN;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UBS EN LAS LOCALIDADES DE PUTYMACHAY, SANTA ROSA DE TINGO Y SHURURUYOC DEL, DISTRITO DE HUARICOLCA - TARMA - JUNIN;MUNICIPALIDAD DISTRITAL DE HUARICOLCA;2,210,506.06;376;40;;;
312;2292877;JUNÍN;MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE E INSTALACION DEL SERVICIO DE DESAGUE (PTAR)  EN EL ANEXO DE SULCAN, DISTRITO DE SAN JOSE DE QUERO - CONCEPCION - JUNIN;MUNICIPALIDAD DISTRITAL DE SAN JOSE DE QUERO;3,394,103.44;955;67;;;
313;2118383;JUNÍN;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE SANEAMIENTO EN LA COMUNIDAD CAMPESINA DE TUNZO - DISTRITO DE COMAS, PROVINCIA DE CONCEPCION - JUNIN;MUNICIPALIDAD DISTRITAL DE COMAS;2,432,035.43;368;56;;;
314;2263210;JUNÍN;MEJORAMIENTO AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE E INSTALACION DE LETRINAS Y SISTEMAS DE DESAGUE EN BARRIOS Y ANEXOS DE LA ZONA  SUR, DISTRITO DE MARISCAL CASTILLA - CONCEPCION - JUNIN;MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA;4,780,402.77;1,015;55;;;
315;2182247;JUNÍN;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DE DESAGUE EN LOS CENTROS POBLADOS DE PATACANCHA Y BUENOS AIRES, DISTRITO DE PACCHA - JAUJA - JUNIN;MUNICIPALIDAD DISTRITAL DE PACCHA;4,366,243.18;723;74;;;
316;2254845;JUNÍN;MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SANTA MARTHA, DISTRITO DE MAZAMARI - SATIPO - JUNIN;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;2,316,654.85;265;45;;;
317;2254844;JUNÍN;INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SAN MIGUEL DE CUVIRIAKI, DISTRITO DE RIO NEGRO - SATIPO - JUNIN;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;2,385,545.32;150;59;;;
318;2261539;JUNÍN;INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO ALTO CAPIRUSHARI, DISTRITO DE MAZAMARI - SATIPO - JUNIN;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;2,201,119.71;140;42;;;
319;2235732;JUNÍN;MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SAN SEBASTIAN, DISTRITO DE RIO NEGRO - PROVINCIA DE SATIPO - REGIÓN JUNÍN;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;1,932,461.00;189;35;;;
320;2202911;JUNÍN;AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA LOCALIDAD DE SAN VICENTE DE CANETE , DISTRITO DE MAZAMARI - SATIPO - JUNIN;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;1,969,244;242;46;;;
321;2317688;JUNÍN;MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE SANEAMIENTO BASICO  EN EL CENTRO POBLADO DE SOCOS, DISTRITO DE CHUPURO - HUANCAYO - JUNIN;MUNICIPALIDAD DISTRITAL DE CHUPURO;2,173,699;319;64;;;
322;2132828;JUNÍN;MEJORAMIENTO SISTEMA DE AGUA POTABLE E INSTALACION DEL SERVICIO DE ALCANTARILLADO DEL CC.PP APAYCANCHILLA, DISTRITO DE HUARICOLCA - TARMA - JUNIN;MUNICIPALIDAD DISTRITAL DE HUARICOLCA;3,735,665;1,520;73;;;
323;2469077;JUNÍN;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL AREA URBANA DEL CENTRO POBLADO DE CANCHAPALCA DEL DISTRITO DE COMAS - PROVINCIA DE CONCEPCION - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD DISTRITAL DE COMAS;2,992,229;725;87;;;
324;2295056;JUNÍN;CREACION DEL SERVICIO DE RECREACION DE LA LOSA MULTIUSOS EN EL CENTRO POBLADO JUAN VELASCO ALVARADO, DISTRITO DE PICHANAQUI - CHANCHAMAYO - JUNIN;MUNICIPALIDAD DISTRITAL DE PICHANAQUI;605,496;684;19;;;
325;2425984;JUNÍN;CREACION DEL SERVICIO DE LOSA DE RECREACIÓN MULTIUSO EN EL BARRIO SAN ANTONIO DEL DISTRITO DE JAUJA - PROVINCIA DE JAUJA - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD PROVINCIAL DE JAUJA;721,321;1,805;22;;;
326;2435871;JUNÍN;CREACION DE PISTAS Y VEREDAS DE LA AV. CAMINOS DEL INCA (TRAMO: CALLE SEVEDO QUINTO-PROGRESIVA 0+812.94),  CA. ISAIAS GRANDEZ (TRAMO: AV. CAMINOS DEL INCA- PROGRESIVA 0+471.81)  DISTRITO DE SAN LORENZO - PROVINCIA DE JAUJA - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD DISTRITAL DE SAN LORENZO;2,460,065;2,021;72;;;
327;2442321;JUNÍN;CREACION DE LOSA DEPORTIVA BARRIO LA BREÑA DEL DISTRITO DE HUACRAPUQUIO - PROVINCIA DE HUANCAYO - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD DISTRITAL DE HUACRAPUQUIO;524,290;253;16;;;
328;2445184;JUNÍN;CREACION DE LA LOSA DEPORTIVA EN EL BARRIO CULTURAL DE AMANCAES DEL  DISTRITO DE MITO - PROVINCIA DE CONCEPCION - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD DISTRITAL DE MITO;545,114;1,250;17;;;
329;2452577;JUNÍN;CREACION DE LOSA DE RECREACIÓN MULTIUSOS EN EL SUB SECTOR SC 11  DISTRITO DE CHILCA - PROVINCIA DE HUANCAYO - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD DISTRITAL DE CHILCA;594,688;6,053;18;;;
330;2446526;JUNÍN;CREACION DE PISTAS Y VEREDAS DE LA COMUNIDAD DE POMACOCHA,  DISTRITO DE YAULI - PROVINCIA DE YAULI - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD DISTRITAL DE YAULI;2,751,583;390;81;;;
331;2446527;JUNÍN;CREACION DE PISTAS Y VEREDAS DE LA COMUNIDAD DE PACHACHACA,  DISTRITO DE YAULI - PROVINCIA DE YAULI - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD DISTRITAL DE YAULI;2,439,225;465;72;;;
332;2492245;JUNÍN;"CONSTRUCCION DE PAVIMENTO, VEREDA, AREA VERDE Y MURO DE CONTENCION; ADEMÁS DE OTROS ACTIVOS  DISTRITO DE PILCOMAYO, PROVINCIA HUANCAYO, DEPARTAMENTO JUNIN";MUNICIPALIDAD DISTRITAL DE PILCOMAYO;952,049;230;29;;;
333;2493094;JUNÍN;"CONSTRUCCION DE CALZADA, SEÑALES DE TRÁFICO, SARDINEL Y CUNETA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) JR. MARISCAL CACERES TRAMO: DANIEL TURIN – AV TUPAC AMARU, DISTRITO DESAÑO, PROVINCIA HUANCAYO, DEPARTAMENTO JUNINN";MUNICIPALIDAD DISTRITAL DE SAÑO;564,592;100;17;;;
334;2491594;JUNÍN;"RENOVACION DE PAVIMENTO; CONSTRUCCION DE CUNETA, BADEN Y SEÑALES DE TRÁFICO; EN EL(LA) VIAS LOCALES DEL SECTOR ESTE DEL BARRIO SANTA BÁRBARA DISTRITO DE SICAYA, PROVINCIA HUANCAYO, DEPARTAMENTO JUNIN";MUNICIPALIDAD DISTRITAL DE SICAYA;1,441,363;264;43;;;
335;2492633;JUNÍN;"CONSTRUCCION DE CALZADA, VEREDA Y SARDINEL; REPARACION DE RAMPA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) AVENIDA LA CULTURA Y CALLES LAS HORQUIDEAS, HUMIRO Y LOS NARANJOS DISTRITO DE MAZAMARI, PROVINCIA SATIPO, DEPARTAMENTO JUNIN";MUNICIPALIDAD DISTRITAL DE MAZAMARI;820,147;196;25;;;
336;2489438;JUNÍN;CREACION DE LOSA DE RECREACION MULTIUSOS EN EL SECTOR LA FLORIDA, DEL  DISTRITO DE MAZAMARI - PROVINCIA DE SATIPO - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD DISTRITAL DE MAZAMARI;701,009;18,520;22;;;
337;2446524;JUNÍN;CREACION DE LOSA DE RECREACIÓN MULTIUSO EN LA LOCALIDAD DE POMACOCHA,  DISTRITO DE YAULI - PROVINCIA DE YAULI - DEPARTAMENTO DE JUNIN;MUNICIPALIDAD DISTRITAL DE YAULI;631,084;390;19;;;
338;2491497;JUNÍN;"CONSTRUCCION DE PAVIMENTO Y VEREDA; REFORESTACION DE AREA VERDE; ADQUISICION DE SEÑALES DE TRÁFICO; EN EL(LA) SECTOR PAMPA HUASAHUASI, DISTRITO DE CHANCHAMAYO, PROVINCIA CHANCHAMAYO, DEPARTAMENTO JUNIN ";MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO;389,341;190;12;;;
339;2156117;LA LIBERTAD;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN SECTORES VIRGEN DEL SOCORRO, VICTOR RAUL, SOL NACIENTE Y ALEDAÑOS - DISTRITOS LA ESPERANZA Y HUANCHACO - TRUJILLO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE LA ESPERANZA;68,883,438;37,628;132;;;
340;2129393;LA LIBERTAD;REHABILITACION, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO CENTRO POBLADO CHICAMA, DISTRITO DE CHICAMA - ASCOPE - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE CHICAMA;12,807,994;15,964;74;;;
341;2343702;LA LIBERTAD;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION  DE UNIDADES BASICAS SANITARIAS DE LOS CASERIOS CARNACHIQUE Y TUPAC AMARU, DISTRITO DE OTUZCO, PROVINCIA DE OTUZCO - LA LIBERTAD;MUNICIPALIDAD PROVINCIAL DE OTUZCO;2,944,392.91;410;43;;;
342;2323089;LA LIBERTAD;CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO RURAL EN LOS CASERIOS SANTA CECILIA Y SIMON BOLIVAR, DISTRITO DE USQUIL - OTUZCO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE USQUIL;4,915,041.76;519;97;;;
343;2314603;LA LIBERTAD;INSTALACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y UBS EN LOS CASERÍOS DE POTREROBAMBA,  SAN FELIPE Y HUARISMALCA, DISTRITO DE HUASO - JULCAN - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE HUASO;6,335,554.28;686;126;;;
344;2161420;LA LIBERTAD;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LAS LOCALIDADES DE HABAS HORCO, SAN MIGUEL, SHAGARIPE, CHINCHANGO, SAN FERNANDO ALTO, INSCAYCHACA Y ALISOPAMPA, DISTRITO DE MARCABAL - SANCHEZ CARRION - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE MARCABAL;6,391,384.00;2,228;127;;;
345;2318381;LA LIBERTAD;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CREACION DEL SISTEMA DE SANEAMIENTO RURAL CON BIODIGESTORES EN LOS SECTORES DE  HUANCABAMBA,TORREPATA, ABARRAGRA Y  SHUYO DEL ANEXO DE HUANCABAMBA, DISTRITO DE TAURIJA - PATAZ - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE TAURIJA;2,068,814.40;364;48;;;
346;2278759;LA LIBERTAD;MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN LOS CASERIOS PAJABLANCA Y ZANCOBAMBA, DISTRITO DE CHUGAY - SANCHEZ CARRION - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE CHUGAY;6,607,209.27;1,535;92;;;
347;2291351;LA LIBERTAD;MEJORAMIENTO DEL SERVICIO DE SANEAMIENTO BASICO EN EL ANEXO DE GOCHAPITA DISTRITO DE TAYABAMBA, PROVINCIA DE PATAZ - LA LIBERTAD;MUNICIPALIDAD PROVINCIAL DE PATAZ - TAYABAMBA;2,634,977.59;790;79;;;
348;2334187;LA LIBERTAD;MEJORAMIENTO DEL SERVICIO DE SANEAMIENTO EN EL ANEXO DE LOS ALISOS, DISTRITO DE PATAZ - PATAZ - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE PATAZ;1,378,057.31;219;66;;;
349;2342127;LA LIBERTAD;MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y UNIDADES BASICAS DE SANEAMIENTO EN EL CASERIO DE CHAGUALITO, DISTRITO DE COCHORCO - SANCHEZ CARRION - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE COCHORCO;3,328,122.20;462;65;;;
350;2287511;LA LIBERTAD;CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN LOS SECTORES AGUA BLANCA PARTE ALTA, CENTRO Y BAJA - CASERIO AGUA BLANCA, DISTRITO DE HUAMACHUCO, PROVINCIA DE SANCHEZ CARRION - LA LIBERTAD;MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO;3,937,688;590;83;;;
351;2335417;LA LIBERTAD;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN EL CASERIO RAYAMBARA DEL DISTRITO DE SANTIAGO DE CHUCO, PROVINCIA DE SANTIAGO DE CHUCO - LA LIBERTAD;MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO;2,216,476;375;65;;;
352;2290247;LA LIBERTAD;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD EN LAS CALLES DEL SECTOR OESTE, DE LA LOCALIDAD SAN JUAN DE DIOS, DISTRITO DE PACANGA - CHEPEN - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE PACANGA;1,187,067;295;35;;;
353;2476046;LA LIBERTAD;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES DE LOS BARRIOS  SANTA ANITA, EL TRÉBOL Y SOLUCIÓN EN LA LOCALIDAD DE CASCAS DEL DISTRITO DE CASCAS - PROVINCIA DE GRAN CHIMU - DEPARTAMENTO DE LA LIBERTAD;MUNICIPALIDAD PROVINCIAL GRAN CHIMU - CASCAS;1,736,437;366;51;;;
354;2436347;LA LIBERTAD;CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL  EN LAS CALLES DEL AA.HH. ALTO TRUJILLO BARRIO 4, DEL DISTRITO DE EL PORVENIR - PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE EL PORVENIR;4,169,033;4,245;122;;;
355;2442823;LA LIBERTAD;CREACION DE LA PLAZUELA LAS TINAJAS TALAMBO DEL DISTRITO DE CHEPEN - PROVINCIA DE CHEPEN - DEPARTAMENTO DE LA LIBERTAD;MUNICIPALIDAD PROVINCIAL DE CHEPEN;302,074;2,087;10;;;
356;2398748;LA LIBERTAD;CREACION DE LA PLAZA DE ARMAS DEL CENTRO POBLADO DE CHINCHINVARA - DISTRITO DE HUASO - PROVINCIA DE JULCAN - REGIÓN LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE HUASO;522,196;2,026;16;;;
357;2492014;LA LIBERTAD;"REPARACION DE PISTA; EN EL(LA) CALLE BALTAZAR VILLALONGA TRAMO DESDE LA AVENIDA SANCHEZ CARRION HASTA LA CALLE RICARDO PALMA DISTRITO DE EL PORVENIR,  PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE EL PORVENIR;696,156;211;21;;;
358;2492010;LA LIBERTAD;"REPARACION DE PISTA; EN EL(LA) AVENIDA PUMACAHUA TRAMO DESDE LA AVENIDA MOCHICA HASTA LA CALLE ANTONIO RIVERO, DISTRITO DE EL PORVENIR, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE EL PORVENIR;1,589,181;278;47;;;
359;2492015;LA LIBERTAD;"REPARACION DE PISTA; EN EL(LA) CALLE HUASCAR TRAMO DESDE LA AVENIDA LAS ANIMAS HASTA LA CALLE ASCENCIO VERGARA, DISTRITO DE EL PORVENIR, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE EL PORVENIR;475,426;176;15;;;
360;2491945;LA LIBERTAD;" REPARACION DE PISTA, VEREDA Y SARDINEL; EN EL(LA) REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL, SECTOR CURVA DE SUN DISTRITO DE MOCHE, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE MOCHE ;1,117,201;600;34;;;
361;2491439;LA LIBERTAD;"REPARACION DE PISTA, VEREDA Y SARDINEL; EN EL(LA) REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL, SECTOR TAQUILA DISTRITO DE MOCHE, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE MOCHE ;1,267,806;600;38;;;
362;2492338;LA LIBERTAD;"REPARACION DE PISTA; EN EL(LA) URBANIZACION PRADERAS Y JARDINES DEL GOLF DISTRITO DE VICTOR LARCO HERRERA, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD";MUNICIPALIDAD DISTRITAL DE VICTOR LARCO HERRERA;700,341;1,960;22;;;
363;2492659;LA LIBERTAD;"CONSTRUCCION DE PAVIMENTO Y CUNETA; EN EL(LA) MUNICIPALIDAD DISTRITAL DE PARANDAY (CALLE 28 DE JULIO Y CALLE HERMANOS ANGULO, DISTRITO DE PARANDAY) DISTRITO DE LA CUESTA, PROVINCIA OTUZCO, DEPARTAMENTO LA LIBERTA";MUNICIPALIDAD DISTRITAL DE PARANDAY;675,862;391;20;;;
364;2492013;LA LIBERTAD;"REPARACION DE PISTA; RENOVACION DE SARDINEL; EN EL(LA) URBANIZACIÓN SANTA TERESITA DEL  DISTRITO DE CASA GRANDE, PROVINCIA ASCOPE, DEPARTAMENTO LA LIBERTAD.";MUNICIPALIDAD DISTRITAL DE CASA GRANDE;840,921;440;25;;;
